CSI,COM_CAT#1,COM_CAT#2,COM_CAT#3,BASE_TYPE,ARPU_GROUP,COM_CAT#7,COM_CAT#8,DEVICE_TYPE_ID,INTERNET_TYPE_ID,COM_CAT#23,COM_CAT#28,COM_CAT#31,COM_CAT#34,SUM_MINUTES,SUM_DATA_MB,SUM_DATA_MIN,CONN_COUNT
1,8,52,5,2,10,1,1296,5,1,0.0481494350612955,0.0124841478032764,0.0690404898815008,2,0.141005962413493,0.0005137482690932,0.0217506994353481,0.039031224979984
0,8,76,4,2,10,1,267,3,3,0.0465867086187419,0.0651568716015496,0.175961813387553,1,0.198613543893701,0.00344814682483072,0.39315434902636,0.0548438751000801
0,8,52,5,2,5,4,1296,5,1,0.00638884475229476,0.000814325174157011,0.0353412809352861,9,0.0136972973521346,0,0,0.00900720576461169
0,8,52,5,2,12,2,794,5,2,0.0674643846786458,0.00737452877716589,0.0431485687962639,9,0.0525414728322271,0,0,0.0702562049639712
0,8,52,5,2,6,1,754,5,1,0.0213787961593597,0.000864270451505307,0.0872363154048988,1,0.133465835098841,0,0,0.0344275420336269
0,8,15,5,2,8,1,1508,5,2,0.0335802848527283,0.118561402289665,0.00640547066111764,8,0.0210909294651456,0.00587878415604033,0.133041805277819,0.0732586068855084
0,8,15,5,2,11,2,576,5,2,0.0580129453115588,0.0264948838663725,0.0151856911395622,2,0.0636433998047612,1.33605947361862E-07,9.75111082241848E-05,0.0698558847077662
0,8,76,5,2,7,4,861,5,1,0.0218869005110726,0.0365490853499644,0.0551732217174445,10,0.031697616590447,0,0,0.0044035228182546
0,8,62,5,2,12,4,1322,5,2,0.112837579467695,0.0436174278616472,0.0431743812942784,10,0.0457119556803747,0,0,0.00760608486789432
0,8,40,5,2,7,4,372,5,1,0.021357843402588,0.0428009311536925,0.0493554817803476,10,0.0635712465883652,0,0,0.0192153722978383
0,8,52,5,2,12,1,583,5,2,0.0619939690981759,0.00805639038966002,0.0421021698382946,2,0.0448952996406089,0.000621056112482669,0.0156336366153052,0.0420336269015212
0,8,3,5,2,1,3,429,3,3,0.00607804552684833,0.00113571217622431,0.00592297550592496,4,0.00632771618006591,0,0,0.0022017614091273
1,8,62,14,2,10,2,554,5,1,0.0447323896444492,0.103790629397356,0.0382263239825905,8,0.129488600449004,0.00762236403677054,0.0318903854511263,0.0506405124099279
0,8,13,5,2,12,2,1697,5,2,0.0706841249692256,0.0381951079686604,0.299103313530514,2,0.0973733639022548,1.18018586836312E-05,0.00203110766741985,0.00960768614891913
1,8,81,1,2,12,2,570,5,2,0.177803347901319,0.0435978840574675,0.0950733869174318,2,0.087739667245384,0.0238808606374066,0.707235850063335,0.00880704563650921
0,8,13,5,2,9,2,1619,5,2,0.0453958936088854,0.0111443114500634,0.0384030403151507,2,0.0532531764611231,5.64262451024931E-05,0.000458248078775986,0.0654523618895116
0,8,15,4,2,10,2,792,5,2,0.0489753228907121,0,0.00691774946786543,6,0.108188860612139,0,0,0.011208967173739
0,8,19,5,2,1,3,1208,3,3,0.00548613014804867,0,0,3,0.0631295741168443,0,0,0.016613290632506
1,8,62,5,2,12,2,1626,5,2,0.0956580649779909,0.0196024355923076,0.0345152809988245,2,0.0272896435397015,0.00226079077062586,0.195631718871068,0.0056044835868695
0,8,12,2,2,11,2,601,5,2,0.0569792759774897,0.0184211212063305,0.0280145026527306,2,0.0319753014857394,0.056919139709969,0.315133553873922,0.033626901521217
0,8,13,5,2,6,1,1084,3,3,0.0254907746757997,0.00279693553150461,0.0777710709406869,3,0.0353425036009324,3.56282526298299E-07,1.60843065112057E-05,0.00620496397117694
0,8,52,5,2,9,2,818,5,2,0.0309978575806201,0.0753044490384448,0.105906693776408,2,0.116997155337127,9.57509289426678E-06,0.00292069354292423,0.00480384307445957
0,8,44,5,2,2,3,1261,3,3,0.00537962030112604,0,0.00239659116180068,4,0.0017623149721797,0,0,0.00100080064051241
0,8,40,1,2,8,1,1035,5,1,0.033641397059979,0.00714651772840192,0.142878133240144,1,0.209647689874355,0.00243044805611752,0.286420901556312,0.0366293034427542
0,8,52,5,2,12,1,1277,5,2,0.0856670921240333,0.0397282108298734,0.0845895415700353,7,0.15246210201805,0.00021331302879216,0.00583898990555112,0.0684547638110488
0,8,40,1,2,6,2,847,5,2,0.0211814910330931,0.000280127859910012,0.00241446135273374,9,0.0179554955900876,0.000859676334470953,0.375906636786975,0.0874699759807846
0,8,12,14,2,9,2,1509,5,2,0.0391711787846353,0.0564642218091482,0.0440261937287543,2,0.0548547841897693,0.0289343942580797,0.949034090996964,0.146517213771017
0,8,76,8,2,11,1,126,5,2,0.0452806534466412,0.0163690217674548,0.080503224576675,2,0.112432847529742,0.211718018724895,0.807889275015349,0.205364291433147
1,8,81,5,2,12,3,1067,5,1,0.0939277164812638,0.0521971578965655,0.0790815516091114,10,0.0239836624725429,3.56282526298299E-07,0.000107099829413557,0.00140112089671737
0,8,52,5,2,9,1,1286,5,1,0.0383819582795691,0.0369073884265935,0.0454617657337103,2,0.04961484906651,0,0,0.0362289831865492
0,8,40,5,2,12,2,126,5,2,0.087058704386285,0.0537845491027222,0.061928153890142,9,0.062015554465359,0.00357920312536376,0.38282435782633,0.185148118494796
0,8,12,5,2,5,3,1651,5,2,0.00906206730374688,0.0170682556503309,0.0092746290942593,10,0.00279980669014975,2.78345723670545E-07,1.31458274370431E-06,0.00260208166533227
1,8,15,5,2,12,2,1370,5,2,0.0423315529310287,0.296842155551309,0.298315039552689,1,0.210739844664358,2.22676578936437E-07,3.86641983442445E-07,0.0626501200960769
1,8,19,5,2,11,1,124,5,2,0.057340711031801,0.0227576742004413,0.0171097150300219,2,0.0793140091706095,0.0515050370388532,0.669859478837538,0.116293034427542
1,8,62,5,2,10,1,778,5,2,0.0523295100372435,0.0134483088094783,0.0990286558439496,9,0.0904793449761042,0.0132710453499669,0.911675195988824,0.0384307445956765
1,8,44,5,2,8,2,313,3,3,0.0327893182845978,0.0490918645657801,0.127553451726658,3,0.145959467011722,2.22676578936437E-07,2.63689832707748E-05,0.0156124899919936
0,8,15,5,2,12,3,1101,7,2,0.0385129130093921,0.149720740753609,0.150262493249039,1,0.290166457163176,0.00518594824833751,0.0546864874813061,0.117093674939952
1,8,52,5,2,10,2,118,5,2,0.0501120099455752,0.0159108281361291,0.0960800743399943,1,0.108538698658232,0,0,0.0314251401120897
0,8,52,5,2,5,4,95,5,1,0.0163169593359373,0.00122908812952765,0.0234516472344887,10,0.0448942061745123,1.55873605255506E-07,9.27940760261868E-07,0.022017614091273
0,8,12,5,2,6,4,1108,3,3,0.0171096719671321,0.00581971057797544,0.0259296470438733,4,0.0255098359961497,0,0,0.00800640512409928
0,8,15,5,2,12,2,847,5,2,0.032122322194033,0.388085662665254,0.455656113987991,2,0.500637363808281,0,0,0.0234187349879904
0,8,62,14,2,6,3,926,3,3,0.0153705931550836,0.00254938067856088,0.0323649013565461,3,0.0333823107533684,0,0,0.00340272217774219
0,8,29,5,2,12,1,683,5,2,0.0875353796028405,0.163047443670413,0.232717539790958,2,0.230926658315835,0.137577784965036,1,0.208566853482786
0,8,19,4,2,12,1,754,5,1,0.0737711644669182,0.235924117922971,0.187295485592655,9,0.129003198910467,0.00295245762628927,0.732906789897202,0.0276220976781425
0,8,52,5,2,8,2,1353,5,1,0.0348933242770862,0.0137067213314108,0.147722940559774,6,0.218087560712565,2.22676578936437E-07,3.76589291872942E-05,0.0210168134507606
1,8,3,5,2,11,1,1371,5,2,0.0570438803108691,0.0400278824939631,0.116408409314738,2,0.115938891502228,0.00525730495805768,0.45661660426265,0.212970376301041
0,8,40,5,2,9,1,499,5,2,0.0402048481187043,0.00141366850233657,0.0220478444578581,2,0.0247139518109334,0.0235785549138425,0.153579454154314,0.0558446757405925
0,8,3,5,2,12,2,708,5,1,0.103108516073384,0.468677796501225,0.196782571401341,1,0.284107679461527,0.00697662422551276,0.0461507470696406,0.0316253002401922
0,8,52,5,2,5,3,149,5,2,0.0136856422980285,0.00320518388548199,0.0269681036947613,10,0.0637745893672232,3.02840147353555E-06,2.66782968575287E-05,0.0152121697357886
0,8,13,5,2,10,1,742,5,2,0.0432255372199533,0.0641275645814152,0.132614686914255,8,0.361839761981332,1.44739776308684E-07,1.34551410237971E-05,0.0406325060048038
1,8,15,5,2,12,1,126,5,2,0.0572080102389138,0.241746000034745,0.417993693808177,1,0.395026379364499,3.56282526298299E-07,9.81297353976925E-05,0.0912730184147318
0,8,62,5,2,10,1,1275,5,2,0.0495043799991968,0.0127838194673662,0.0557391110969915,2,0.0491349131529902,0.00790750139609864,0.79067373138899,0.0730584467574059
0,8,12,5,2,8,3,319,7,1,0.0148118529745057,0.0182843145770721,0.202808796899323,3,0.0477235305457337,0,0,0.00300240192153723
0,8,13,5,2,12,1,893,5,1,0.0682850343188695,0.0121475600646248,0.221260761826095,2,0.29728240621755,0,0,0.0356285028022418
0,8,3,3,2,6,3,935,3,3,0.0160166364888767,0.0264427670552264,0.0241029164151603,3,0.0761938822466274,4.83208176292068E-05,0.0863189054010795,0.0102081665332266
1,8,3,5,2,7,1,304,5,3,0.0311183359320572,0.001068394628494,0.046807986784001,9,0.0521686751466578,0.00463249674521995,0.959562352206106,0.0284227381905524
0,8,3,5,2,10,4,395,3,3,0.0334580604382269,0.0493763354932856,0.125446754773327,3,0.117751496338003,0,2.31985190065467E-07,0.00200160128102482
0,8,3,5,2,5,1,836,5,1,0.00537962030112604,0,0.0518970200463831,10,0.0456802515262738,0,0,0.00900720576461169
1,8,12,5,2,10,2,110,5,2,0.0406308875063949,0.114250907701127,0.138996330654128,2,0.109827639103825,0.0509760576917609,0.470129045628394,0.167133706965572
0,8,40,2,2,7,3,386,3,3,0.0246910777923477,0.018731650539409,0.0403965593925724,3,0.0557403144251331,1.16905203941629E-06,8.27413844566834E-05,0.00620496397117694
1,8,12,5,2,4,4,945,3,3,0.00856967751961265,0.00140715390094331,0.0704184801601169,3,0.0829905997448421,0,0,0.00760608486789432
0,8,62,5,2,5,3,174,5,1,0.0137642151359223,0.0103734169518614,0.00486466308733361,10,0.0454495759650972,0,0,0.00340272217774219
0,8,62,1,2,12,1,114,5,2,0.119397538400292,0.151607803623856,0.063252533595959,2,0.19358351195231,0.0504710494783908,0.532689806416092,0.121096877502002
0,8,3,2,2,12,1,833,5,2,0.0514477481897691,0.128756753470111,0.0708751628172952,2,0.0457502195159427,0.0313962619794852,0.380232851268108,0.164931945556445
0,8,13,5,2,1,1,1619,5,2,0.00562232306706454,0,0.0499630682720717,9,0.0766115012846019,0,0,0.0212169735788631
0,8,44,3,2,6,3,1508,5,2,0.0224002430519785,0.0120107534353665,0.0355378530355498,10,0.0237365887244186,0.000207211690529301,0.00675363018158257,0.0412329863891113
0,8,3,2,2,1,1,95,5,1,0.00537962030112604,0,0.00738833116243606,10,0.0213303507872494,0,0,0.00980784627702162
1,8,62,5,2,6,4,1426,3,3,0.011478618584746,0.0068533606657054,0.0337627474028656,3,0.042350219911742,0,0,0.00640512409927942
0,8,44,5,2,6,2,362,5,1,0.0192066937073633,0.00903575213244619,0.111559630841567,9,0.15649181162702,1.33605947361862E-07,8.89276561917624E-06,0.038630904723779
0,8,81,5,2,12,1,409,5,2,0.0720530384116413,0.0287489359484391,0.0245715125329606,9,0.0518800580830037,0.012587227843711,0.378132998656034,0.00940752602081665
0,8,19,5,2,12,1,126,5,2,0.158895230977952,0.145655629484217,0.116493789115862,9,0.141987698380471,0.00330013370281167,0.486162160740993,0.0660528422738191
0,8,40,5,2,9,4,563,5,2,0.0444023837252954,0.0112311728019735,0.0710240810750707,9,0.100040887826226,0.00840852369870563,0.143421750622108,0.0398318654923939
1,8,19,3,2,4,3,1627,5,2,0.010570665791307,0.00850589788579469,0.0376425644121104,10,0.0438206376187623,6.56895907862489E-07,6.01614926236444E-05,0.00260208166533227
0,8,12,3,2,6,1,799,5,2,0.0252079124593822,0.0102344387888053,0.029668488102424,9,0.0984370929030068,0.00339448176930703,0.168496179203921,0.173338670936749
0,8,76,3,2,9,2,985,5,2,0.0424537773455302,0.00245600472525754,0.00633398989738539,9,0.0143707377358163,0,0,0.00960768614891913
0,8,76,5,2,11,4,372,5,1,0.0361452514941935,0.193170960512829,0.14548122438606,10,0.11178236521126,1.87048326306607E-06,0.0239160491994192,0.0168134507606085
0,8,44,5,2,5,3,278,3,3,0.0161179081466064,6.73175477303129E-05,0.00320074975378848,4,0.00421228243552861,0,0,0.00200160128102482
0,8,29,5,2,8,1,121,5,1,0.0269854046588455,0.0451896183312197,0.0370667471487118,9,0.0405223095679777,0.0002827101846177,0.393667577595181,0.0512409927942354
0,8,12,5,2,6,7,926,3,3,0.0173593589853278,0.0203038410089815,0.0708513358960511,3,0.0560125331706498,0,0,0.00760608486789432
0,8,40,5,2,5,4,345,3,3,0.0106370161877507,0.00924204784323263,0.0224151761603711,3,0.0480241733094409,0,0,0.00460368294635709
0,8,44,5,2,1,3,165,7,1,0.00537962030112604,0,0.00262691806716015,3,0.00455228250090043,0,0,0.00280224179343475
0,8,62,2,2,12,1,1389,6,1,0.0657916562630409,0,0.00308558630110875,7,0.00120585197787758,0.00457595916182799,0.317042482674574,0.00580464371497198
0,8,12,2,2,12,1,118,5,2,0.105874279967244,0.353642965099109,0.241563284302824,2,0.214835150760024,0.0538610777161191,0.682646579842343,0.179743795036029
0,8,52,5,2,8,2,1157,3,3,0.0359269936111552,0.0100433438146031,0.116521587190647,3,0.190160554807669,0,0,0.0288230584467574
0,8,15,5,2,9,1,391,3,3,0.0407827949929895,0.182471813491305,0.0955479397655431,4,0.116344487135969,0,0,0.00400320256204964
0,8,13,5,2,6,4,769,5,1,0.0234915324671696,0.00695542275419975,0.0304706611176415,10,0.0440032098549677,0,0,0.0100080064051241
0,8,29,5,2,12,2,1078,5,1,0.0712009596362601,0.0929438180775845,0.134129681990024,1,0.203720102653495,0.000479890295265916,0.0319271164395533,0.00900720576461169
0,8,76,5,2,8,2,62,5,1,0.0366498637197778,0.00186317599847124,0.0251393874892779,9,0.0307607034845552,0.00356403885033819,0.369443220078164,0.0598478783026421
1,8,44,5,2,12,2,1275,5,2,0.0814398734453491,0.0958363010961902,0.147433046351304,2,0.209023448118396,4.81426763660576E-05,0.00293615922226193,0.211369095276221
0,8,76,5,2,12,2,836,5,1,0.101285626234248,0.149788058301339,0.178821043936843,10,0.140486671166154,0,0,0.00720576461168935
1,8,52,8,2,10,1,110,5,2,0.0532112718847179,0.0435739971856922,0.10906971757156,2,0.0302468769439053,0.01627420643328,0.0475016741597885,0.083466773418735
0,8,19,1,2,12,2,1276,5,2,0.101856588856276,0.209101332453138,0.229246751596404,1,0.397642520942701,0.0225951372044566,0.558685757501243,0.126701361088871
0,8,62,4,2,12,1,561,5,2,0.112591384575628,0.0286599030627313,0.0388001556692188,9,0.0429482255656255,0.00392739135801772,0.315274600869482,0.0358286629303443
0,8,40,5,2,6,1,357,3,3,0.0220335698084743,0.0283797752028213,0.106659227372367,6,0.147889048515333,0.00278882374225782,0.383725156319355,0.077662129703763
0,8,15,4,2,2,3,352,3,3,0.00680789988772814,0,0.0786784795247324,10,0.0667252644018568,0,0,0.00460368294635709
1,8,52,5,2,8,3,1652,5,1,0.0336658419428793,0.0102235811198166,0.0321762715633637,10,0.051969704198746,0,0,0.0254203362690152
0,8,29,1,2,12,1,1363,5,2,0.0584983508434358,0.0977971961155603,0.107540823458398,2,0.10531361932338,0.0580484551138742,0.909218550154425,0.132105684547638
0,8,15,3,2,2,3,510,5,1,0.00732997274395555,0,0.00121318740667789,10,0.00474250749110041,0,0,0.0022017614091273
0,8,40,5,2,11,2,110,5,2,0.0557308408865111,0.0269595920990914,0.113023000921308,2,0.138803068763863,0.0110871225343899,0.668265121954614,0.152922337870296
0,8,44,5,2,7,1,387,3,3,0.0221226190247539,0.0541927974566996,0.0424972996155923,3,0.0931403098089613,5.02135685501665E-06,3.78909143773597E-05,0.00600480384307446
1,8,19,5,2,7,8,706,5,1,0.0320612099867823,0.0406815141670865,0.0242855894780316,10,0.00591228210643926,1.60327136834235E-06,0.0110898200258896,0.00720576461168935
0,8,40,5,2,6,1,1658,5,1,0.0194336819057231,0.00956560637909768,0.113332750897481,1,0.125268664537938,0.00486933555457674,0.993590945154065,0.02822257806245
1,8,13,5,2,11,2,786,5,2,0.0560678310579221,0.0771936834424891,0.108724227213521,2,0.134501140146997,0,0,0.0352281825460368
0,8,40,4,2,9,1,1524,5,2,0.0135232584330481,0.0624337682191686,0.129973869809702,9,0.0860779316068258,5.08815982869757E-06,0.000192006408977518,0.00860688550840672
0,8,40,5,2,9,3,440,5,1,0.0255885542074008,0.0793956187134097,0.12593520665883,9,0.105711561153609,0.000175714088438742,0.00347768998427142,0.0140112089671737
0,8,3,5,2,7,1,1315,5,1,0.026103642811371,0.00864487604885082,0.0394097277377133,2,0.0607747194437722,0.00811496916469371,0.403149044298346,0.0808646917534027
0,8,15,5,2,6,1,1138,3,3,0.0214800678170894,0.0186491322550944,0.0305183149601296,8,0.0393929857204,0,0,0.00280224179343475
0,8,62,5,2,9,2,556,5,2,0.0380467141712224,0.0375979361742786,0.030619579375417,9,0.0930932996877072,0.00640485757377767,0.38110828604702,0.0548438751000801
1,8,62,2,2,12,2,1417,3,3,0.0533387344884122,0.0679928947414137,0.0490516885344855,9,0.0180495156358112,0.0183640929295722,0.330973425323195,0.00680544435548439
0,8,62,5,2,12,1,1335,5,1,0.181269283083966,0.00280562166669562,0.000544048035073228,2,0.0434806372910111,0.0280620698939251,0.191010032586187,0.162329863891113
0,8,15,5,2,7,3,948,3,3,0.0259953869013841,0.041797682539131,0.0873395653969565,2,0.0984578654135048,0,0,0.00880704563650921
0,8,19,16,2,10,1,941,3,3,0.04281870452597,0.0933281795597867,0.204740763096864,9,0.105302687286208,0,0,0.00900720576461169
0,8,15,5,2,12,2,119,5,2,0.0830532357167676,0.276935705227316,0.229594227531213,2,0.22140009969013,0.000987503824609415,0.0122159534668641,0.287229783827062
0,8,62,5,2,8,1,118,5,2,0.0336710801320722,0.023810868092351,0.0571171013756076,2,0.0910543920400297,0.0110780484637982,0.603994862301325,0.13470776621297
1,8,40,5,2,9,2,562,5,2,0.0347344325382344,0.0224732032729357,0.0461527464497887,2,0.0342273912704886,0.00510877967990708,0.162842004166455,0.192554043234588
0,8,29,5,2,12,1,115,5,2,0.0673718433362376,0.0571113388808783,0.105561203418369,2,0.0427328566931454,0.106240921962982,0.848903869976941,0.0988791032826261
0,8,52,1,2,5,1,690,5,1,0.0172912625258199,0.00120520125775238,0,9,0.103661723305415,0.00142711192674573,0.0297640865273829,0.0792634107285829
0,8,52,5,2,9,2,1278,5,2,0.0435590352652357,0.0339649601306395,0.0684845283858055,2,0.122597861986738,0.000843153732313871,0.00620135077243338,0.183746997598078
0,8,76,4,2,12,2,110,5,2,0.0553240081925279,0.147946597640846,0.117925389967278,2,0.28660465894838,0.0173121910383344,0.641447324669457,0.306645316253002
0,8,62,5,2,12,4,955,3,3,0.073341632953099,0.0473372652571965,0.173992121231375,3,0.156162744451553,0,0,0.022017614091273
1,8,15,2,2,8,1,1470,5,2,0.026103642811371,0.16368804614075,0.116900832353782,2,0.0733667430365384,2.48284385514127E-06,0.000169194531954414,0.0292233787029624
0,8,13,5,2,10,1,1311,5,2,0.050841864306455,0.0263993363792714,0.131953489849732,2,0.210543059599121,6.68029736809311E-07,4.63970380130934E-05,0.0572457966373098
0,8,44,5,2,10,1,272,5,2,0.0482280078991893,0.0448986328023209,0.0276015026844998,6,0.0351019893374907,0,0,0.0438350680544436
0,8,19,5,2,9,1,847,5,2,0.0455530392846729,0.0397846707086149,0.0201297772977094,9,0.0337310565796675,0.00757930952023318,0.111165756511438,0.039031224979984
0,8,3,3,2,6,3,717,5,1,0.0171096719671321,0.00857321543352501,0.0103726530482575,10,0.0100491305993079,1.2247211841504E-07,3.00807463118222E-05,0.0044035228182546
0,8,12,14,2,8,2,1318,5,2,0.0327299521404114,0.0373112937129753,0.0349064396225816,9,0.0580601855297372,0.00844955185837466,0.462176593312951,0.0434347477982386
1,8,12,5,2,9,1,112,5,2,0.0409154957858768,0.0325773500338759,0.180338024589383,9,0.378844130718169,0.0159769777357157,0.359092814181411,0.0682546036829464
1,8,40,5,2,4,3,137,5,2,0.00939381928596496,0.000816496707954763,0.00109802395399816,9,0.0139268794472146,0,0,0.00180144115292234
1,8,62,5,2,12,1,1329,5,1,0.0699245875362526,0.0793131004290951,0.19847031165613,2,0.362432302600552,0.0159907057468071,0.376507246444055,0.0672538030424339
